sr,stop_id,stop_name,stop_desc,source,rank,stop_lat,stop_lon
323,1211,anajpur x road,,shakti-gtfs,5,17.28759,78.69365
324,2015,anand bagh,anand bagh,gps-logs-ghz|kodali-stops,2,17.45804,78.53672
325,2033,anand bagh,anand bagh to,gps-logs-ghz|kodali-stops,2,17.45821,78.5366
326,src5_3760,anand bagh,"malkajgiri road, vishnupuri colony, malkajgiri, secunderabad",src5,3,17.45806,78.53672
327,src5_3761,anand bagh,,src5,3,17.45813,78.53657
328,494,anand bagh,,shakti-gtfs,5,17.45842,78.53686
329,3786,anand nagar,anand nagar,gps-logs-ghz|kodali-stops,2,17.36951,78.5738
330,3798,anand nagar,anandnagr,gps-logs-ghz|kodali-stops,2,17.36959,78.5741
331,src5_1448,anand nagar,,src5,3,17.36967,78.5736
332,src5_1449,anand nagar,"nagole - bandlaguda road, krushi nagar, bandlaguda, nagole, hyderabad",src5,3,17.36957,78.57367
333,854,anand theater,anand theater towards police lines,gps-logs-ghz|kodali-stops,2,17.44332,78.48218
334,861,anand theater,andnd theater towards paradise,gps-logs-ghz|kodali-stops,2,17.44353,78.4826
335,src5_2981,anand theatre,"sardar patel road, sindhi colony, begumpet, hyderabad",src5,3,17.44323,78.48211
336,src5_2983,anand theatre,"sardar patel road, paigah colony, secunderabad",src5,3,17.44357,78.48271
337,node/2794877040,anand theatre,,osm,4,17.44327,78.4821
338,665,anand theatre,,shakti-gtfs,5,17.44344,78.48267
339,src5_3571,ananda jyothy,"chenna reddy nagar, amberpet, hyderabad",src5,3,17.38998,78.53152
340,node/1437398682,anandh bagh,,osm,4,17.45876,78.53661
341,node/1437398687,anandh bagh,,osm,4,17.45936,78.5361
342,src5_2316,ananpurna,,src5,3,17.42356,78.4253
343,src5_2319,ananpurna,,src5,3,17.42356,78.4247
344,src5_53,anantaram,,src5,3,17.49832,78.8424
345,8129,anantharam,anantharam to wards bhovanagiri,gps-logs-ghz,2,17.50093,78.8472
346,2016,anantharam,,shakti-gtfs,5,17.69914,78.3932
347,824,anantharam bhongir,,shakti-gtfs,5,17.52293,78.92419
348,2329,anantharam kotyal,,shakti-gtfs,5,17.68209,78.66511
349,3573,andhole misamma temple,andhole misamma temple,gps-logs-ghz,2,17.2822,78.78281
350,3588,andhole misamma temple,andhole misamma temple,gps-logs-ghz,2,17.28212,78.78253
351,1648,andhra bank,andhra bank,gps-logs-ghz|kodali-stops,2,17.4302,78.43998
352,src5_2780,andhra bank,"ag office road, ambedkar colony, khairatabad, hyderabad",src5,3,17.40615,78.46743
353,2032,andhra bank cherlapally,,shakti-gtfs,5,17.46341,78.59915
354,src5_1396,andhra kasari colony / huda park rtc,"vanasthalipuram road, sachivalaya colony, vanasthalipuram, hyderabad",src5,3,17.32751,78.57482
355,src5_1398,andhra kasari colony / huda park rtc,,src5,3,17.32753,78.57501
356,3009,andhra kesari nagar,andhra kesari nagar,gps-logs-ghz|kodali-stops,2,17.32749,78.57485
357,3024,andhra kesari nagar,andhra kesari nagart,gps-logs-ghz|kodali-stops,2,17.32728,78.57491
358,2330,andhra kesari nagar,,shakti-gtfs,5,17.3277,78.57506
359,374,andhra pradesh sport school,,shakti-gtfs,5,17.55892,78.54351
360,src5_3911,andhra pradesh state road transport corporation- ecil,"ecil cross road, ecil main road, ecil, secunderabad",src5,3,17.4735,78.57089
361,490,andhrajyothi,andhrajyothi  towards road 1 vr park,gps-logs-ghz|kodali-stops,2,17.42729,78.44509
362,494,andhrajyothi,andhrajyothi towards  mazeed,gps-logs-ghz|kodali-stops,2,17.42715,78.44476
363,src5_2431,andhrajyothi,"kaifi azmi road, green valley, banjara hills, hyderabad",src5,3,17.42717,78.44474
364,src5_2444,andhrajyothi,,src5,3,17.4273,78.44502
365,545,angadipet,,shakti-gtfs,5,17.51513,78.48011
366,4027,angadipeta,angadipeta,gps-logs-ghz|kodali-stops,2,17.51082,78.47932
367,4028,angadipeta,angadipeta2,gps-logs-ghz|kodali-stops,2,17.51105,78.47968
368,src5_3032,angadipeta,,src5,3,17.51337,78.47956
369,src5_3033,angadipeta,,src5,3,17.5135,78.47978
370,src5_713,angrau rtc,"bhavani colony, premavathi pet, hyderabad",src5,3,17.32272,78.41837
371,2023,anjaiah nagar,anjaiah nagar,gps-logs-ghz|kodali-stops,2,17.45181,78.36373
372,2025,anjaiah nagar,anjaiah nagar to,gps-logs-ghz|kodali-stops,2,17.45263,78.36356
373,src5_521,anjaiah nagar,"gachibowli - miyapur road, anjaiah nagar, gachibowli, hyderabad",src5,3,17.45203,78.36381
374,src5_524,anjaiah nagar,,src5,3,17.45209,78.36355
375,src5_864,anjaiah nagar,,src5,3,17.50172,78.42486
376,src5_867,anjaiah nagar,,src5,3,17.5019,78.4246
377,969,anjaiah nagar,,shakti-gtfs,5,17.44724,78.36353
378,src5_446,anjali gardens,"puppalaguda - manikonda main road, anjali gardens, anupama homes, manikonda, hyderabad",src5,3,17.40314,78.37109
379,1688,anjali gardens,,shakti-gtfs,5,17.40192,78.37335
380,src5_3499,anjaneya tower,,src5,3,17.29771,78.53225
381,node/2714172218,anjaya nagar,,osm,4,17.45212,78.36373
382,935,ankireddypally,,shakti-gtfs,5,17.56287,78.68417
383,751,ankireddypally x road,,shakti-gtfs,5,17.54777,78.68554
384,763,ankushapur x road,,shakti-gtfs,5,17.45932,78.72455
385,src5_10,annamacharya engineering college,,src5,3,17.30326,78.73643
386,src5_11,annamacharya engineering college,,src5,3,17.30319,78.73618
387,375,annapurna,annapurna to words jublihills  checkpost,gps-logs-ghz|kodali-stops,2,17.42355,78.42464
388,404,annapurna,annapurna to words  l.v prasad,gps-logs-ghz|kodali-stops,2,17.4239,78.42443
389,src5_1838,annapurna colony,"annapurna colony road, sathyanarayanapuram, tps colony, nagaram, secunderabad",src5,3,17.48212,78.6166
390,src5_2264,annapurna colony,,src5,3,17.50035,78.41611
391,src5_2265,annapurna colony,"hmt road, sai nagar, kukatpally, hyderabad",src5,3,17.50046,78.41611
392,src5_3843,annapurna colony,"sneha residency, dharmapuri colony, uppal, hyderabad",src5,3,17.41051,78.56008
393,src5_3326,annapurna colony auto stop,"shirdi enclave, badangpet, hyderabad",src5,3,17.31057,78.52328
394,487,annapurna hotel,annapurna towards nampally,gps-logs-ghz|kodali-stops,2,17.38903,78.4734
395,src5_2908,annapurna hotel,"nampally station road, abids south, abids, hyderabad",src5,3,17.38912,78.4731
396,356,annapurna hotel,,shakti-gtfs,5,17.38924,78.47311
397,src5_3328,annapurna nagar,,src5,3,17.3102,78.52327
398,src5_3329,annapurna nagar,,src5,3,17.31024,78.52333
399,943,annapurna nagar,,shakti-gtfs,5,17.41025,78.55995
400,54,annapurna studio,,shakti-gtfs,5,17.42485,78.42148
401,893,annaram,,shakti-gtfs,5,17.63228,78.38303
402,src5_1815,annojiguda,"hyderabad - warangal highway, annojiguda",src5,3,17.43582,78.66092
403,src5_1823,annojiguda,,src5,3,17.4362,78.66288
404,86,annojiguda,,shakti-gtfs,5,17.43336,78.65476
405,2333,annojiguda x road,,shakti-gtfs,5,17.05268,78.52126
406,1098,ansari road,,shakti-gtfs,5,17.34134,78.45451
407,src5_1016,anurag lab,"inner ring road, hafiz baba nagar, hyderabad",src5,3,17.33403,78.49265
408,src5_3628,anutex,"malkajgiri road, sanjeev nagar, malkajgiri, secunderabad",src5,3,17.45021,78.53244
409,src5_3630,anutex,,src5,3,17.45037,78.53289
410,1713,aoc circle,,shakti-gtfs,5,17.45901,78.51497
411,3875,aoc gate,aoc gate,gps-logs-ghz|kodali-stops,2,17.45744,78.5094
412,3876,aoc gate,aoc gate a,gps-logs-ghz|kodali-stops,2,17.45716,78.50908
413,721,aoc gate,,shakti-gtfs,5,17.45715,78.50901
414,src5_620,aparna company,,src5,3,17.52799,78.35456
415,src5_621,aparna company,,src5,3,17.52803,78.3544
416,src5_370,aperl,,src5,3,17.32442,78.37434
417,src5_371,aperl,,src5,3,17.32464,78.37434
418,src5_479,apiic mindspace junction,"hitech city main road, phase 2, hitec city, hyderabad",src5,3,17.44067,78.37702
419,311,apollo,apollo to words  journist colony,gps-logs-ghz|kodali-stops,2,17.41805,78.41336
420,336,apollo,appollo to words  mla colony,gps-logs-ghz|kodali-stops,2,17.41846,78.41309
421,src5_2216,apollo hospital,"road number 92, kasu brahmananda reddy national park, film nagar, hyderabad",src5,3,17.41864,78.41299
422,src5_730,apollo hospital,"road number 45, film nagar, hyderabad",src5,3,17.41805,78.41328
423,100,apollo hospital,,shakti-gtfs,5,17.41854,78.41293
424,1912,appa,n.p.a /appa,gps-logs-ghz|kodali-stops,2,17.35083,78.36328
425,1968,appa,npa/appa to,gps-logs-ghz|kodali-stops,2,17.35119,78.3636
426,src5_396,appa,,src5,3,17.35006,78.36164
427,src5_401,appa,,src5,3,17.35063,78.36222
428,631,appa,,shakti-gtfs,5,17.34951,78.36014
429,src5_397|src5_398,appa junction,"nehru outer ring road, power welfare society, kokapet, hyderabad",src5,3,17.34957,78.36016
430,1502,appa reddy guda,,shakti-gtfs,5,17.31016,78.2236
431,1921,appa reddy guda x road,,kodali-stops,5,17.31022,78.22344
432,1958,appa reddy guda x road,,kodali-stops,5,17.31026,78.22388
433,1609,apparel park,,shakti-gtfs,5,17.56393,78.4665
434,src5_903,apperal park,"maisamma gudem, bhadurpalle",src5,3,17.55827,78.47235
435,src5_148,appo jigudda,,src5,3,17.3609,78.27325
436,src5_149,appo jigudda,,src5,3,17.3607,78.27318
437,src5_139,appojiguda,"appojiguda village,near chilkur village, mandal moinabad, ranga reddy, appojiguda",src5,3,17.37173,78.27556
438,900,appojiguda,,shakti-gtfs,5,17.3475,78.29984
439,882,appojiguda x road,,shakti-gtfs,5,17.34369,78.30199
440,node/4245803492,apprell export park,,osm,4,17.56376,78.46659
441,1711,apseb office,apseb office,gps-logs-ghz|kodali-stops,2,17.36386,78.50248
442,src5_1355,apsrtc,"vanasthalipuvanasthalipuram road, andhra kesari nagar, near kamala nagarram road, vanasthalipuram, hyderabad",src5,3,17.32864,78.5753
443,src5_2053,apsrtc,"hitech city road, madhapur, hitec city, hyderabad",src5,3,17.45623,78.37744
444,src5_2164,apsrtc,"aphb colony, kukatpally, hyderabad",src5,3,17.48469,78.40649
445,src5_3622,apsrtc,"pilot raj kumar road, indira nehru nagar, hanumanpet, malkajgiri, secunderabad",src5,3,17.44622,78.52637
446,src5_472,apsrtc,"h.f.nagar, borabanda - allapur road, nrr puram, borabanda, hyderabad",src5,3,17.45425,78.41586
447,src5_531,apsrtc,"phase 3rd, k p h b colony, kukatpally, hyderabad",src5,3,17.48523,78.39418
448,src5_1794,apsrtc b.m.r.s school,"chengicherla main road, sri rama rtc colony, narapally, hyderabad",src5,3,17.43111,78.60836
449,src5_3947,apsrtc bus station,"sri nivas shankar colony, annaram, nagole, hyderabad",src5,3,17.36745,78.58152
450,src5_2372,apsrtc commuter amenity centre,"national highway 9,bala nagar, moosapet, bhavani nagar, kukatpally, hyderabad",src5,3,17.47348,78.42682
451,node/324859710,apsrtc hospital,,osm,4,17.42599,78.53024
452,src5_2371,apsrtc kukatpally bus stand,"national highway 65, bhavani nagar, moosapet, hyderabad",src5,3,17.47347,78.4268
453,node/2708095579,apsrtc pushpak,,osm,4,17.40847,78.47358
454,src5_3141,apsrtc ranigunj-1 & 2 depots,"asian highway 43, mahatma gandhi road, rani gunj, secunderabad",src5,3,17.43077,78.48804
455,src5_86,apsrtc-shankarpalli,"fatehpur, shankarpally",src5,3,17.45559,78.1311
456,1079,apswr school,,shakti-gtfs,5,17.39555,78.36271
457,src5_2685,aptdc,"mahboob chowk, khilwat, hyderabad",src5,3,17.35897,78.47108
458,src5_2875,aptdc hop-on hop-off,"salar jung road, darulshifa, hyderabad",src5,3,17.37195,78.48025
459,1347,apurupa colony,apurupa colony,gps-logs-ghz|kodali-stops,2,17.53073,78.44937
460,src5_947,apurupa colony,"venkateshwara colony, ida jeedimetla, apurupa colony, jeedimetla, hyderabad",src5,3,17.53094,78.44931
461,src5_948,apurupa colony,,src5,3,17.53069,78.44931
462,698,apurupa colony,,shakti-gtfs,5,17.5306,78.44931
463,968,aramghar,aramgarh towards weaker section colony,gps-logs-ghz|kodali-stops,2,17.32254,78.43049
464,985,aramghar,aramgarh towards mailardevpally,gps-logs-ghz|kodali-stops,2,17.32216,78.43181
465,src5_673,aramghar,,src5,3,17.32153,78.43255
466,src5_675,aramghar,"pv narasimha rao expressway, adarsh nagar, premavathi pet, hyderabad",src5,3,17.3218,78.43133
467,src5_679,aramghar,,src5,3,17.32322,78.4303
468,src5_682,aramghar,,src5,3,17.32041,78.42969
469,src5_694,aramghar,,src5,3,17.32677,78.42555
470,1417,aramghar x road,aramghar x road towards durga nagar,gps-logs-ghz|kodali-stops,2,17.32145,78.43259
471,1425,aramghar x road,aramghar x road towards shivarampally,gps-logs-ghz|kodali-stops,2,17.32199,78.43222
472,1773,aramghar x road,aramghar xroad,gps-logs-ghz|kodali-stops,2,17.32125,78.43169
473,src5_672,aramghar x road,"aramghar, opposite olympia inn sivarampalli k.v dist, 500077, rajendranagar mandal, hyderabad",src5,3,17.32258,78.43276
474,src5_674,aramghar x road,,src5,3,17.32114,78.43165
475,96,aramghar x road,,shakti-gtfs,5,17.32171,78.43183
476,2225,aravind bharathi academy,,shakti-gtfs,5,17.4847,78.49719
477,2021,arch,,shakti-gtfs,5,17.30873,78.5062
478,src5_1821,arch temple,,src5,3,17.45894,78.59424
479,src5_386,are,"rajendra nagar road, hanuman nagar, rajendranagar mandal, hyderabad",src5,3,17.3214,78.39958
480,2339,arikalguda,,shakti-gtfs,5,17.5915,78.52384
481,1824,arshmahal,,shakti-gtfs,5,17.35681,78.44007
482,1314,arts college,arts college towards institute of foreign language,gps-logs-ghz|kodali-stops,2,17.41931,78.52721
483,1324,arts college,arts college towards  law college,gps-logs-ghz|kodali-stops,2,17.41907,78.52733
484,src5_3415,arts college,"osmania university, amberpet, hyderabad",src5,3,17.41377,78.5214
485,node/324871542,arts college,,osm,4,17.42036,78.52735
486,657,arts college,,shakti-gtfs,5,17.4138,78.5215
487,src5_3422,arts college railway station,,src5,3,17.41775,78.51931
488,src5_3424,arts college railway station,,src5,3,17.41774,78.51946
489,1084,arundati colony,,shakti-gtfs,5,17.34197,78.48701
490,179,arunodaya colony,,shakti-gtfs,5,17.3736,78.56271
491,3818,arunodaya nagar,arunodaya nagar,gps-logs-ghz|kodali-stops,2,17.37331,78.56312
492,3819,arunodaya nagar,arunodaya nagar a,gps-logs-ghz|kodali-stops,2,17.37351,78.56352
493,src5_1426,arunodaya nagar,,src5,3,17.37346,78.56307
494,src5_1427,arunodaya nagar,,src5,3,17.37325,78.56328
495,563,aryabhatta college,,shakti-gtfs,5,17.15035,78.4795
496,1013,as rao nagar,a s rao nagar towards radhika,gps-logs-ghz|kodali-stops,2,17.47951,78.55832
497,1029,as rao nagar,a s rao nagar towards rukmini puram,gps-logs-ghz|kodali-stops,2,17.48003,78.55683
498,src5_1573,as rao nagar,,src5,3,17.48057,78.55648
499,src5_1578,as rao nagar,,src5,3,17.47991,78.55718
500,src5_1579,as rao nagar,,src5,3,17.47998,78.55678
501,src5_1580,as rao nagar,"a s rao nagar road, lakshmipuram colony, brindavan colony, kapra, secunderabad",src5,3,17.47953,78.55834
502,src5_3916,as rao nagar,,src5,3,17.47696,78.5638
503,node/3392152369,as rao nagar,,osm,4,17.47952,78.55829
504,415,as rao nagar,,shakti-gtfs,5,17.4796,78.55759
505,src5_865,asbestos colony,,src5,3,17.49329,78.43576
506,src5_866,asbestos colony,,src5,3,17.49323,78.43551
507,src5_893,asbestos colony,"asbestos colony road, asbestos colony, chenna reddy nagar, hyderabad",src5,3,17.49361,78.42493
508,1161,asbestos colony,,shakti-gtfs,5,17.4963,78.4285
509,772,asbestos colony x road,,shakti-gtfs,5,17.49381,78.42505
510,src5_861,asbestos kaman,"asbestos hills colony main road, asbestos colony, chenna reddy nagar, hyderabad",src5,3,17.49502,78.43173
511,707,asbestos kaman,,shakti-gtfs,5,17.49489,78.43198
512,src5_2049,ascendas,,src5,3,17.43515,78.38317
513,src5_525,ascendas,,src5,3,17.43579,78.38197
514,127,ashish garden,,shakti-gtfs,5,17.45735,78.47831
515,src5_2986,ashish gardens,"national highway 44, anand nagar, bowenpally, secunderabad",src5,3,17.45742,78.47804
516,src5_2987,ashish gardens,,src5,3,17.45733,78.4784
517,src5_3002,ashok gardens,,src5,3,17.46897,78.48321
518,src5_3003,ashok gardens,,src5,3,17.46891,78.48333
519,452,ashok nagar,ashok nagar towards mandal office,gps-logs-ghz|kodali-stops,2,17.50423,78.30876
520,455,ashok nagar,ashok nagar towards jyothi nagar,gps-logs-ghz|kodali-stops,2,17.50482,78.30836
521,2479,ashok nagar,ashok nagar towards indirapark,gps-logs-ghz|kodali-stops,2,17.40893,78.49003
522,2482,ashok nagar,ashoknagar,gps-logs-ghz|kodali-stops,2,17.40866,78.4911
523,3779,ashok nagar,ashok nagar towards,gps-logs-ghz|kodali-stops,2,17.44994,78.58042
524,3780,ashok nagar,ugfbbfu,gps-logs-ghz|kodali-stops,2,17.44966,78.58042
525,src5_1515,ashok nagar,"nfc main road, nfc, moula ali, secunderabad",src5,3,17.44966,78.58043
526,src5_1517,ashok nagar,,src5,3,17.44969,78.58052
527,src5_1523,ashok nagar,"nfc main road, ashok nagar, cherlapalli, secunderabad",src5,3,17.44998,78.58101
528,src5_286,ashok nagar,"national highway 65, ramachandra puram, hyderabad",src5,3,17.50422,78.30862
529,src5_287,ashok nagar,"national highway 65, ashok nagar, ramachandra puram, hyderabad",src5,3,17.50452,78.30873
530,src5_288,ashok nagar,,src5,3,17.50466,78.30845
531,src5_290,ashok nagar,,src5,3,17.50322,78.31087
532,src5_299,ashok nagar,,src5,3,17.50699,78.30387
533,src5_3098,ashok nagar,"ashok nagar road, p & t colony, ashok nagar, himayatnagar, hyderabad",src5,3,17.40835,78.48966
534,src5_3100,ashok nagar,,src5,3,17.40877,78.49057
535,src5_3101,ashok nagar,"ashok nagar road, ashok nagar, himayatnagar, hyderabad",src5,3,17.4069,78.48971
536,src5_3102,ashok nagar,,src5,3,17.40873,78.49108
537,src5_3105,ashok nagar,,src5,3,17.40597,78.48968
538,node/2712621717,ashok nagar,,osm,4,17.40897,78.48986
539,node/2715277397,ashok nagar,,osm,4,17.40847,78.48966
540,154,ashok nagar,,shakti-gtfs,5,17.50436,78.30871
541,src5_289,ashok nagar (bhel),,src5,3,17.50486,78.30764
542,src5_292,ashok nagar (bhel),,src5,3,17.50225,78.31178
543,644,ashok nagar domalguda,,shakti-gtfs,5,17.40507,78.48944
544,2334,ashok nagar mallapur,,shakti-gtfs,5,17.44917,78.5798
545,1356,ashok nagar park,ashok nagar towards ashok nagar x road,gps-logs-ghz|kodali-stops,2,17.40662,78.48966
546,1894,ashok nagar park,,shakti-gtfs,5,17.40677,78.48976
547,1357,ashok nagar x road,ashok nagar x road towards canara bank,gps-logs-ghz|kodali-stops,2,17.41074,78.48891
548,1366,ashok nagar x road,ashok x road towards himayath nagar,gps-logs-ghz|kodali-stops,2,17.40951,78.4895
549,src5_3099,ashok nagar x road,,src5,3,17.40884,78.48957
550,src5_3103,ashok nagar x road,,src5,3,17.41001,78.48922
551,src5_3104,ashok nagar x road,"gandhi nagar road, lower tank bund, kavadiguda, hyderabad",src5,3,17.4102,78.4892
552,944,ashramam,,shakti-gtfs,5,17.37605,78.35419
553,2091,asif nagar,asif nagar,gps-logs-ghz|kodali-stops,2,17.39017,78.45079
554,2092,asif nagar,asifnagar towards mallepally,gps-logs-ghz|kodali-stops,2,17.39219,78.4477
555,src5_2504,asif nagar,,src5,3,17.38988,78.45162
556,src5_2506,asif nagar,"asif nagar road, feroz gandhi nagar, indira nagar, asif nagar north, hyderabad",src5,3,17.38999,78.45182
557,680,asif nagar,,shakti-gtfs,5,17.38982,78.45214
558,2093,asif nagar compound,,shakti-gtfs,5,17.38736,78.44966
559,1717,asl,asl,gps-logs-ghz,2,17.33359,78.49261
560,1720,asl,asl,gps-logs-ghz,2,17.33397,78.49267
561,src5_1893,asmathpur,"local road, asmathpur",src5,3,17.12486,78.72586
562,303,assembly,assembly to words lakadikapool,gps-logs-ghz|kodali-stops,2,17.39992,78.47028
563,node/2710957775,assembly,,osm,4,17.40051,78.46967
564,345,assembly / air,assembly/air towords abids,gps-logs-ghz|kodali-stops,2,17.40216,78.46871
565,src5_2743,assembly / air,"public gardens, red hills, lakdikapul, hyderabad",src5,3,17.40017,78.47001
566,src5_2757,assembly / air,,src5,3,17.40144,78.4699
567,src5_1304,athvelly,,src5,3,17.6497,78.48793
568,src5_1305,athvelly,,src5,3,17.64988,78.48777
569,585,athwelly,,shakti-gtfs,5,17.6466,78.48659
570,src5_2282,attapur,,src5,3,17.36427,78.4282
571,src5_2291,attapur,"inner ring road, somi reddy nagar, radha krishna nagar, attapur, hyderabad",src5,3,17.37036,78.42901
572,src5_784,attapur,"somi reddy nagar, radha krishna nagar, attapur, hyderabad",src5,3,17.37051,78.42911
573,src5_786,attapur,"somi reddy nagar, radha krishna nagar, attapur, hyderabad",src5,3,17.37039,78.42919
574,src5_787,attapur,"inner ring road, kantha reddy nagar, attapur, hyderabad",src5,3,17.37023,78.42939
575,598,attapur,,shakti-gtfs,5,17.37048,78.42923
576,3821,attapur x road,attapur,gps-logs-ghz|kodali-stops,2,17.3705,78.42902
577,3822,attapur x road,ikjhfdnbn,gps-logs-ghz|kodali-stops,2,17.37023,78.42947
578,src5_2292,attapur x road,,src5,3,17.37003,78.42946
579,799,aushapur,,shakti-gtfs,5,17.46151,78.73558
580,src5_1948,aushapur railway gate,,src5,3,17.45276,78.68516
581,src5_1949,aushapur railway gate,,src5,3,17.45289,78.68526
582,429,auto nagar,autonagar towards sushma,gps-logs-ghz|kodali-stops,2,17.33605,78.5793
583,3003,auto nagar,auto nagar toward,gps-logs-ghz|kodali-stops,2,17.33626,78.57887
